reviews,category_sentiment,category,sentiment,room
"Saya sudah merasa tidak nyaman tidur di sjnj semenjak air belum nyala selama hampir dua hari. Di hari kedua, air baru menyala. Ketika kami menanyakan kondisi air, seharusnya bellboy memberikan solusi dengan ramah, bukan dengan merengut. Freon AC di kamar kami bocor sampai menumpahi lantai kamar kami. Masalah listrik, korslet bila AC & air hidup.",service-neg,service,neg,Superior
"Saya sudah merasa tidak nyaman tidur di sjnj semenjak air belum nyala selama hampir dua hari. Di hari kedua, air baru menyala. Ketika kami menanyakan kondisi air, seharusnya bellboy memberikan solusi dengan ramah, bukan dengan merengut. Freon AC di kamar kami bocor sampai menumpahi lantai kamar kami. Masalah listrik, korslet bila AC & air hidup.",ac_P1-neg,ac_P1,neg,Double
kebersihan kamar mandi tolong di perhatikan,kebersihan-neg,kebersihan,neg,Single
Kamar mandi kotor dan bau. Tidak ada air panas.,kebersihan-neg,kebersihan,neg,Double
Kamar mandi kotor dan bau. Tidak ada air panas.,bau_P1-neg,bau_P1,neg,Twin
Kamar mandi kotor dan bau. Tidak ada air panas.,air_panas_P1-neg,air_panas_P1,neg,Twin
"Internet hotspot butuh perbaikan lagi,,, selain itu sangat memuaskan.",wifi_P1-neg,wifi_P1,neg,Superior
"Internet hotspot butuh perbaikan lagi,,, selain itu sangat memuaskan.",general-pos,general,pos,Suite
"pelayanan buruk , ngga niat terima tamu",service-neg,service,neg,Suite
"Ruangan nyaman, tapi di bawah kulkas banyak sampah kertas. Wi-Fi bisa terkoneksi tapi tidak bisa aks",-ignored-,,ignored,Twin
apaan kamar mandinya airnya ngecembeng bener2 so unmood. mana makanan bener2  auhjjj.. yaa kaliii rasanya book ASIN yang pake BGED. solame lah Saya dan suami bener kecewa dan cukup lah itu sekali aja mampir ke sana.,kebersihan-neg,kebersihan,neg,Twin
apaan kamar mandinya airnya ngecembeng bener2 so unmood. mana makanan bener2  auhjjj.. yaa kaliii rasanya book ASIN yang pake BGED. solame lah Saya dan suami bener kecewa dan cukup lah itu sekali aja mampir ke sana.,sunrise_meal_P1-neg,sunrise_meal_P1,neg,Twin
Cleanliness can be improved. spacious room. there is swimming pool. value for money.,-ignored-,,ignored,Superior
"untuk kamarnya si gak masalah, pemiliknya ramah, tapi petugas kamarnya ngeselin banget, ngeyelan, da",-ignored-,,ignored,Twin
Kurang dalam hal kebersihan kamar mandi,kebersihan-neg,kebersihan,neg,Single
bagus cuma kurang bersih aja,kebersihan-neg,kebersihan,neg,Suite
"Wide room, comfy, cozy, nice and clean bathroom, kind service, has veranda with trees view that was something I really needed to fresh my mind.But unfortunately, room is not well cleaned, there were lizard and dust in some space, the bathtub also has no tub cover so I couldn't use it.",-ignored-,,ignored,Superior
kotor kamarnya. kamar mandinya juga. di laci kamat banyak puntung dan abu rokok yg tidak dibersihkan,kebersihan-neg,kebersihan,neg,Superior
kamar cukup nyaman walaupun dpt kamar lt 5 dan tidak ada lift... pedugas yg cowok agak jutek..konfirmasi earlu cek in tp sampai di penginapan tyt tdk bs,service-neg,service,neg,Double
"kamarnya bagus banget. cuma pas pertama masuk, aromanya agak nggak enak. seperti lama nggak dipakai. mungkin pengharum ruangannya bisa diganti. tapi over all, bagus.",bau_P1-neg,bau_P1,neg,Single
"kamarnya bagus banget. cuma pas pertama masuk, aromanya agak nggak enak. seperti lama nggak dipakai. mungkin pengharum ruangannya bisa diganti. tapi over all, bagus.",general-pos,general,pos,Single
"mengecewakan. snack gak ada sama sekali, toiletries gak ada sama sekali, air panas gak bisa, wifi lemot maksimal.",linen_P1-neg,linen_P1,neg,Superior
"mengecewakan. snack gak ada sama sekali, toiletries gak ada sama sekali, air panas gak bisa, wifi lemot maksimal.",air_panas_P1-neg,air_panas_P1,neg,Superior
"mengecewakan. snack gak ada sama sekali, toiletries gak ada sama sekali, air panas gak bisa, wifi lemot maksimal.",wifi_P1-neg,wifi_P1,neg,Twin
Kamar standard yang oke. dekat dengan bandara. WIFI tidak bisa,wifi_P1-neg,wifi_P1,neg,Suite
parkir mobil kurang Luas...tidak ada snack...perlengkapan mandi baru disediakan saat ada komplain kamar mandi kurang bersih,linen_P1-neg,linen_P1,neg,Twin
parkir mobil kurang Luas...tidak ada snack...perlengkapan mandi baru disediakan saat ada komplain kamar mandi kurang bersih,kebersihan-neg,kebersihan,neg,Suite
"pelayan sangat ramah terhadap tamu, lokasinya pun strategis karena dekat dengan stasiun (15-20 menit jalan kaki). tapi sayang, wifinya tidak sampai ke kamar saya",service-pos,service,pos,Superior
"pelayan sangat ramah terhadap tamu, lokasinya pun strategis karena dekat dengan stasiun (15-20 menit jalan kaki). tapi sayang, wifinya tidak sampai ke kamar saya",wifi_P1-neg,wifi_P1,neg,Single
"AC nya kurang dingin,dipindahkan keruangan lain tetap dapat kamar yang AC nya kurang dingin",ac_P1-neg,ac_P1,neg,Superior
"ruangan kotor, air minum hanya 2 gelas, tidak ada kopi/teh, handuk hanya tersedia 1, perlengkapan mandi tidak tersedia, tidak tersedia sarapan pagi. hotelnya hanya berupa ruko yg disekat bagaikan kamar kost..",kebersihan-neg,kebersihan,neg,Single
"ruangan kotor, air minum hanya 2 gelas, tidak ada kopi/teh, handuk hanya tersedia 1, perlengkapan mandi tidak tersedia, tidak tersedia sarapan pagi. hotelnya hanya berupa ruko yg disekat bagaikan kamar kost..",linen_P1-neg,linen_P1,neg,Twin
"ruangan kotor, air minum hanya 2 gelas, tidak ada kopi/teh, handuk hanya tersedia 1, perlengkapan mandi tidak tersedia, tidak tersedia sarapan pagi. hotelnya hanya berupa ruko yg disekat bagaikan kamar kost..",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Double
"Tempatnya kotor, remote tv tidak berfungsi, AC bocor dan tidak ada remote.",kebersihan-neg,kebersihan,neg,Deluxe
"Tempatnya kotor, remote tv tidak berfungsi, AC bocor dan tidak ada remote.",tv_P1-neg,tv_P1,neg,Single
"Tempatnya kotor, remote tv tidak berfungsi, AC bocor dan tidak ada remote.",ac_P1-neg,ac_P1,neg,Single
Lumayan recommended . Tetapi tiap hari tidak dikasih minuman serta makanan ringan. Hanya 1x saja pas,linen_P1-neg,linen_P1,neg,Single
"Pelayannya tidak ramah , kalau ada tamu tidak dituntun untuk ke kamarnya . Masa kita bayar tapi mere",service-neg,service,neg,Superior
"km mandi bau, anduk tdk ada, sudah saya minta tdk di kaish.",bau_P1-neg,bau_P1,neg,Superior
"km mandi bau, anduk tdk ada, sudah saya minta tdk di kaish.",linen_P1-neg,linen_P1,neg,Deluxe
"Ada beberapa Receptionist dan Security yang kurang RAMAH terhadap Local Guest seperti saya dan keluarga. Membuat sangat kurang nyaman, berbeda dengan Bartender yang di Rooftop Bar sangat RAMAH dan BAIK, juga Bapak security di hari terakhir saya check out beliau membantu saya di parkiran. ",service-neg,service,neg,Deluxe
Maaf toilet bau. Kamar tidak di semprot pengharum. Bantal airy banyak bercak putih,bau_P1-neg,bau_P1,neg,Deluxe
Maaf toilet bau. Kamar tidak di semprot pengharum. Bantal airy banyak bercak putih,linen_P1-neg,linen_P1,neg,Double
perlu selimut dan tambahan papan nama di pinggir jalan supaya tidak bingung cari tempat ini,linen_P1-neg,linen_P1,neg,Superior
TV gx ad chanel. toilet bermasalah,tv_P1-neg,tv_P1,neg,Single
TV gx ad chanel. toilet bermasalah,kebersihan-neg,kebersihan,neg,Double
pelayanan airynya kurang...saat datang setingannya bukan setingan airy...masih settingan hotel biasa. .,service-neg,service,neg,Deluxe
"snack nya ga ada, sampo sabun perlengkapan mandi ga ada, sprei nya agak kumel/kotor",linen_P1-neg,linen_P1,neg,Double
sprei dan sarung bantal tidak sesuai foto..,linen_P1-neg,linen_P1,neg,Deluxe
"kualiatas airy smakin menurun, shower rusak, acnya ga dingin.",ac_P1-neg,ac_P1,neg,Twin
"Semacam mimpi buruk. Resepsionis tdk ramah, tdk fleksibel, kamar blm siap sampe jam 2, tamu menunggu, listrik mati di pagi hari hampir khabisan udara di dlm, uang deposit tdk dikembalikan. Kalau butuh tip jgn begitu caranya. Sy tdk ingin kalian merasakan hal serupa, pertimbangkan matang2 sebelum memilih airy yg ini.",service-neg,service,neg,Suite
"kebersihan kurang, apalagi di kamar mandi nya 😑😑",kebersihan-neg,kebersihan,neg,Deluxe
"fasilitias oke. hanya seprei tdk diganti. ada Better yang bungkusnya spt tergigit tikus, 2 biji di belakang bantal.",linen_P1-neg,linen_P1,neg,Suite
"pelayanannya sangat kurang, terutama bagian receptionist tidak tanggap malah ngobrol dengan temannya. sprey dan handuk kotor. serba berantakan. baru kali ini saya menginap di airy yg mengecewakan. padahal airy di kota lain bagus.",service-neg,service,neg,Suite
"pelayanannya sangat kurang, terutama bagian receptionist tidak tanggap malah ngobrol dengan temannya. sprey dan handuk kotor. serba berantakan. baru kali ini saya menginap di airy yg mengecewakan. padahal airy di kota lain bagus.",linen_P1-neg,linen_P1,neg,Deluxe
"pelayanannya sangat kurang, terutama bagian receptionist tidak tanggap malah ngobrol dengan temannya. sprey dan handuk kotor. serba berantakan. baru kali ini saya menginap di airy yg mengecewakan. padahal airy di kota lain bagus.",kebersihan-neg,kebersihan,neg,Suite
"pelayanannya sangat kurang, terutama bagian receptionist tidak tanggap malah ngobrol dengan temannya. sprey dan handuk kotor. serba berantakan. baru kali ini saya menginap di airy yg mengecewakan. padahal airy di kota lain bagus.",general-neg,general,neg,Double
"air shower nya tidak lancar, selimutnya agak apek, wifi tidak kenceng",linen_P1-neg,linen_P1,neg,Twin
"air shower nya tidak lancar, selimutnya agak apek, wifi tidak kenceng",wifi_P1-neg,wifi_P1,neg,Twin
Smelly need maintenance old carpet bad,-ignored-,,ignored,Single
"karena mendapatkan kamar yang kotor , tidak bersih...tidak sesuai dengan yang dipoto...keran air bocor...pada saat b'fast dihari ke2 waiternya jutek dan tidak ramah sekalipun kita minta tolong untuk  order air panas buat termos susu, malahan ditolak order tsb",kebersihan-neg,kebersihan,neg,Deluxe
"karena mendapatkan kamar yang kotor , tidak bersih...tidak sesuai dengan yang dipoto...keran air bocor...pada saat b'fast dihari ke2 waiternya jutek dan tidak ramah sekalipun kita minta tolong untuk  order air panas buat termos susu, malahan ditolak order tsb",service-neg,service,neg,Superior
"+ kamar cukup luas, terjangkau, sarapan bervariasi, ada kulkas+teko air pns, hot shower, ac dingin, lokasi strategis, lift - channel tv sedikit, ada liat kecoa kecil 1, hari 1-2 ga dpt snack, hari 4 ga dbersihkan n ga dpt mnm+snack, kalo panggil housekeeping lamaaaaaaa but overall bagus, akan mnginap lg dsni krn kmr bsr, bersih, murah, srpan enak",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Superior
"+ kamar cukup luas, terjangkau, sarapan bervariasi, ada kulkas+teko air pns, hot shower, ac dingin, lokasi strategis, lift - channel tv sedikit, ada liat kecoa kecil 1, hari 1-2 ga dpt snack, hari 4 ga dbersihkan n ga dpt mnm+snack, kalo panggil housekeeping lamaaaaaaa but overall bagus, akan mnginap lg dsni krn kmr bsr, bersih, murah, srpan enak",air_panas_P1-pos,air_panas_P1,pos,Double
"+ kamar cukup luas, terjangkau, sarapan bervariasi, ada kulkas+teko air pns, hot shower, ac dingin, lokasi strategis, lift - channel tv sedikit, ada liat kecoa kecil 1, hari 1-2 ga dpt snack, hari 4 ga dbersihkan n ga dpt mnm+snack, kalo panggil housekeeping lamaaaaaaa but overall bagus, akan mnginap lg dsni krn kmr bsr, bersih, murah, srpan enak",ac_P1-pos,ac_P1,pos,Superior
"+ kamar cukup luas, terjangkau, sarapan bervariasi, ada kulkas+teko air pns, hot shower, ac dingin, lokasi strategis, lift - channel tv sedikit, ada liat kecoa kecil 1, hari 1-2 ga dpt snack, hari 4 ga dbersihkan n ga dpt mnm+snack, kalo panggil housekeeping lamaaaaaaa but overall bagus, akan mnginap lg dsni krn kmr bsr, bersih, murah, srpan enak",tv_P1-neg,tv_P1,neg,Deluxe
"+ kamar cukup luas, terjangkau, sarapan bervariasi, ada kulkas+teko air pns, hot shower, ac dingin, lokasi strategis, lift - channel tv sedikit, ada liat kecoa kecil 1, hari 1-2 ga dpt snack, hari 4 ga dbersihkan n ga dpt mnm+snack, kalo panggil housekeeping lamaaaaaaa but overall bagus, akan mnginap lg dsni krn kmr bsr, bersih, murah, srpan enak",kebersihan-neg,kebersihan,neg,Deluxe
"+ kamar cukup luas, terjangkau, sarapan bervariasi, ada kulkas+teko air pns, hot shower, ac dingin, lokasi strategis, lift - channel tv sedikit, ada liat kecoa kecil 1, hari 1-2 ga dpt snack, hari 4 ga dbersihkan n ga dpt mnm+snack, kalo panggil housekeeping lamaaaaaaa but overall bagus, akan mnginap lg dsni krn kmr bsr, bersih, murah, srpan enak",linen_P1-neg,linen_P1,neg,Suite
"+ kamar cukup luas, terjangkau, sarapan bervariasi, ada kulkas+teko air pns, hot shower, ac dingin, lokasi strategis, lift - channel tv sedikit, ada liat kecoa kecil 1, hari 1-2 ga dpt snack, hari 4 ga dbersihkan n ga dpt mnm+snack, kalo panggil housekeeping lamaaaaaaa but overall bagus, akan mnginap lg dsni krn kmr bsr, bersih, murah, srpan enak",general-pos,general,pos,Deluxe
"kamar mandi agak kotor, dan televisi tidak support untuk memutar file video dari flashdrive.",kebersihan-neg,kebersihan,neg,Twin
"kamar mandi agak kotor, dan televisi tidak support untuk memutar file video dari flashdrive.",tv_P1-neg,tv_P1,neg,Double
very good facility but wifi cant reached my room and too much rules that made me bothersome. but still loved it,-ignored-,,ignored,Superior
"lumayan shock pas masuk ke kamar mandinya, tidak bersih, syukurnya resepsionistnya menerima keluhan saya, dan cepat tanggap, sehingga diganti kamar lainnya, saran: pelayanan dari  house keepingnya lbh ditingkatkan dlm menjaga kebersihan kamar serta kamar mandi.....sehingga tamu betah u balik lagi, over all mksh airy 😊",kebersihan-neg,kebersihan,neg,Superior
"lumayan shock pas masuk ke kamar mandinya, tidak bersih, syukurnya resepsionistnya menerima keluhan saya, dan cepat tanggap, sehingga diganti kamar lainnya, saran: pelayanan dari  house keepingnya lbh ditingkatkan dlm menjaga kebersihan kamar serta kamar mandi.....sehingga tamu betah u balik lagi, over all mksh airy 😊",service-pos,service,pos,Twin
"mudah dicari, tapi kamar lebih sempit dari yg dibayangkan, air panas tidak berfungsi, sarapan baik. overall kalo cuma semalam gak masalah",air_panas_P1-neg,air_panas_P1,neg,Single
"mudah dicari, tapi kamar lebih sempit dari yg dibayangkan, air panas tidak berfungsi, sarapan baik. overall kalo cuma semalam gak masalah",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Single
"the WiFi was really bad, however the food was really nice.",-ignored-,,ignored,Suite
"Tidak mendapatkan airy bath/shower kit, until i ask. Room not cleaned up until i ask.",linen_P1-neg,linen_P1,neg,Double
ac lambat dingin,ac_P1-neg,ac_P1,neg,Twin
"Kos-kosannya lumayan jorok, sprei tempat tidur agak dekil warna putihnya.",kebersihan-neg,kebersihan,neg,Double
"Kos-kosannya lumayan jorok, sprei tempat tidur agak dekil warna putihnya.",linen_P1-neg,linen_P1,neg,Twin
kurang ya pelayanya nunggunya lama.  tapi kmar good,service-neg,service,neg,Single
CEMILAN TIDAK ADA PADAHAL NGINAP SAMPE 4 HARI BERTURUT2,linen_P1-neg,linen_P1,neg,Single
Kamar nya kereeenn..nyaman..tp kurangnya air panas nya ngk panas..tp semuanya okelah..,air_panas_P1-neg,air_panas_P1,neg,Superior
Kamar nya kereeenn..nyaman..tp kurangnya air panas nya ngk panas..tp semuanya okelah..,general-pos,general,pos,Single
Kamar mandinya agak berbau dan wifinya lambat,bau_P1-neg,bau_P1,neg,Double
Kamar mandinya agak berbau dan wifinya lambat,wifi_P1-neg,wifi_P1,neg,Superior
pegawainya kurang ramah. yg seharusnya nyaman jadi ganyaman,service-neg,service,neg,Suite
Wifinya susah,wifi_P1-neg,wifi_P1,neg,Deluxe
"utk budget hotel termasuk nyaman, tapi masih kurang bersih..Ada sisa sampah d bawah kasur Dan handuk bekas orang masih ngegantung dibelakang pintu. Seprai bernoda, ntah diganti ato tidak ",kebersihan-neg,kebersihan,neg,Superior
"utk budget hotel termasuk nyaman, tapi masih kurang bersih..Ada sisa sampah d bawah kasur Dan handuk bekas orang masih ngegantung dibelakang pintu. Seprai bernoda, ntah diganti ato tidak ",linen_P1-neg,linen_P1,neg,Deluxe
kamar besar.. air hangat ada fasilitasnya tapi tidak berfungsi.. sandal harus diminta.. tidak tersedia di dalam kamar ..,air_panas_P1-neg,air_panas_P1,neg,Deluxe
kamar besar.. air hangat ada fasilitasnya tapi tidak berfungsi.. sandal harus diminta.. tidak tersedia di dalam kamar ..,linen_P1-neg,linen_P1,neg,Single
Wifi tidak bisa dipakai. Banyak noda di sprei. Banyak nyamuk,wifi_P1-neg,wifi_P1,neg,Double
Wifi tidak bisa dipakai. Banyak noda di sprei. Banyak nyamuk,linen_P1-neg,linen_P1,neg,Single
Wifi tidak bisa dipakai. Banyak noda di sprei. Banyak nyamuk,kebersihan-neg,kebersihan,neg,Twin
"pintu kamar mandi rusak, pembuangan toilet bocor, tv receiver tidak dapat digunakan remote nya hanya untuk channel lokal dan gambar tv nya tidak jernih ... yg lainnya OK",kebersihan-neg,kebersihan,neg,Superior
"pintu kamar mandi rusak, pembuangan toilet bocor, tv receiver tidak dapat digunakan remote nya hanya untuk channel lokal dan gambar tv nya tidak jernih ... yg lainnya OK",tv_P1-neg,tv_P1,neg,Superior
"pintu kamar mandi rusak, pembuangan toilet bocor, tv receiver tidak dapat digunakan remote nya hanya untuk channel lokal dan gambar tv nya tidak jernih ... yg lainnya OK",general-pos,general,pos,Suite
siaran tv nya tdk berfungsi snack nya tdk ada,tv_P1-neg,tv_P1,neg,Suite
siaran tv nya tdk berfungsi snack nya tdk ada,linen_P1-neg,linen_P1,neg,Deluxe
kotor,kebersihan-neg,kebersihan,neg,Deluxe
"Kapok nginep di sini petugas dan pemilik penginapan sama saja  tdk ada kesopanan tdk ada tata krama nya.Menerima customer hanya pakai sarung dan marah2 nunjuk2 krn kami telat datang (jam 22.10) penerbangan kami delay ,pdahal tertulis batas CI jam 23.00 dan lg siang sy sdh telp Airy klo dtg nya malam.Parkir mobil amburadul dijalanan tdk ada yg atur.",service-neg,service,neg,Suite
"kebersihan kamar mandi dan kamar sangat kurang sekali,tidak sesuai dgn foto",kebersihan-neg,kebersihan,neg,Single
"kamar panas di room 353, AC di janji kan di perbaiki hanya dalam 15 menit dari jam 2 siang slsai stgah 4 baru di bolehkan minta hidup. lalu baru setengah jam sudah minta matiin lagi buat perbaiki AC sampai saya kesal jam 6 akhir nya saya keluar. padahal bisa minta pindah room tapi alasan room nya tidak ada.",ac_P1-neg,ac_P1,neg,Twin
ada perbaikan air tapi ga dikasih tau sehingga sempat mandi air kotor pelayanannya kurang ramah,kebersihan-neg,kebersihan,neg,Single
ada perbaikan air tapi ga dikasih tau sehingga sempat mandi air kotor pelayanannya kurang ramah,service-neg,service,neg,Twin
